fiscal_year,PRVDR_NUM,PRVDR_CTRL_TYPE_CD,total_operating_costs,total_discharges,cost_per_discharge,fac_name,hrrcode,merger_year,treated,years_to_merger
2011,340090,11,146258069.0,8684.0,16842.246545370796,JOHNSTON MEMORIAL HOSPITAL,318.0,2014.0,1,-3.0
2011,140032,1,116338725.0,6881.0,16907.240953349803,ST ANTHONYS MEMORIAL HOSPITAL,172.0,,0,
2011,140043,12,151397466.0,5582.0,27122.441060551773,CGH MEDICAL CENTER,171.0,,0,
2011,230259,1,102024799.0,3133.0,32564.57037982764,CHELSEA COMMUNITY HOSPITAL,232.0,2013.0,1,-2.0
2011,340115,2,403119854.0,23041.0,17495.76207629877,FIRSTHEALTH MOORE REGIONAL HOSPITAL,312.0,,0,
2011,140116,2,231945346.0,10085.0,22999.04273673773,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,158.0,2018.0,1,-7.0
2011,140179,1,171215617.0,12211.0,14021.424699041849,LITTLE COMPANY OF MARY HOSPITAL,155.0,,0,
2011,140200,2,341257257.0,14059.0,24273.22405576499,ELMHURST MEMORIAL HOSPITAL,166.0,2013.0,1,-2.0
2011,340123,4,101371210.0,6320.0,16039.74841772152,RANDOLPH HOSPITAL,313.0,2016.0,1,-5.0
2011,340142,8,121561420.0,6303.0,19286.27954942091,CARTERET GENERAL HOSPITAL,314.0,,0,
2011,340151,2,81288611.0,6097.0,13332.558799409546,HALIFAX REGIONAL MEDICAL CENTER INC,318.0,2014.0,1,-3.0
2011,340153,2,105390383.0,2998.0,35153.56337558372,PRESBYTERIAN-ORTHOPAEDIC HOSPITAL,311.0,,0,
2011,140048,1,142868614.0,10905.0,13101.202567629529,ADVOCATE TRINITY HOSPITAL,156.0,2018.0,1,-7.0
2011,140049,6,148971946.0,10094.0,14758.46502872994,WEST SUBURBAN MEDICAL CENTER,166.0,2013.0,1,-2.0
2011,340041,2,79135979.0,3693.0,21428.64310858381,CALDWELL MEMORIAL HOSPITAL,315.0,2013.0,1,-2.0
2011,340042,9,131180671.0,10639.0,12330.169282827334,ONSLOW MEMORIAL HOSPITAL,314.0,2019.0,1,-8.0
2011,340126,2,119241909.0,7925.0,15046.297665615142,WILSON MEDICAL CENTER,318.0,2014.0,1,-3.0
2011,340184,9,94285600.0,5877.0,16043.151267653564,MEDWEST HAYWOOD,309.0,2014.0,1,-3.0
2011,490111,4,55716400.0,2489.0,22385.05423865006,WYTHE COUNTY COMMUNITY HOSPITAL,432.0,,0,
2011,330236,2,532710434.0,32508.0,16387.05653992863,NEW YORK METHODIST HOSPITAL,303.0,2016.0,1,-5.0
2011,200008,1,198238160.0,7715.0,25695.160077770575,MERCY HOSPITAL,222.0,2013.0,1,-2.0
2011,10040,4,228823730.0,11685.0,19582.68977321352,GADSDEN REGIONAL MEDICAL CENTER,1.0,,0,
2011,50740,4,92333590.0,4439.0,20800.5384095517,MARINA DEL REY HOSPITAL,56.0,2015.0,1,-4.0
2011,140202,1,293833507.0,17386.0,16900.58132980559,ADVOCATE CONDELL MEDICAL CENTER,451.0,2018.0,1,-7.0
2011,140208,1,871482261.0,38403.0,22693.07765018358,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,155.0,2018.0,1,-7.0
2011,250001,10,577768605.0,27633.0,20908.645641081315,REM HEALTH INC,259.0,2013.0,1,-2.0
2011,450102,2,452455918.0,23283.0,19432.887428595972,MOTHER FRANCES HOSPITAL,416.0,2016.0,1,-5.0
2011,450718,5,123909572.0,7532.0,16451.08497079129,ROUND ROCK MEDICAL CENTER,385.0,,0,
2011,500016,2,175124330.0,9148.0,19143.455400087452,CENTRAL WASHINGTON HOSPITAL,440.0,,0,
2011,500019,1,138883868.0,5592.0,24836.17095851216,PROVIDENCE CENTRALIA HOSPITAL,438.0,2016.0,1,-5.0
2011,20024,2,128796244.0,2291.0,56218.351811436056,CENTRAL PENINSULA GENERAL HOSPITAL,10.0,,0,
2011,70005,2,216847441.0,11899.0,18224.00546264392,WATERBURY HOSPITAL,111.0,2016.0,1,-5.0
2011,220008,2,152403635.0,6498.0,23453.929670667894,STURDY MEMORIAL HOSPITAL,364.0,,0,
2011,340024,2,59146230.0,3382.0,17488.536369012418,SAMPSON REGIONAL MEDICAL CENTER,318.0,,0,
2011,190039,11,206606349.0,13593.0,15199.46656367248,WEST JEFFERSON MEDICAL CENTER,218.0,2015.0,1,-4.0
2011,440063,2,446140451.0,28541.0,15631.563400021025,JOHNSON CITY MEDICAL CENTER,375.0,2018.0,1,-7.0
2011,490093,2,234561735.0,9144.0,25651.983267716536,SENTARA CAREPLEX HOSPITAL,429.0,,0,
2011,140182,1,370853000.0,14976.0,24763.15438034188,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,156.0,2018.0,1,-7.0
2011,270087,4,42511138.0,700.0,60730.19714285714,HEALTH CENTER NORTHWEST,276.0,,0,
2011,10051,9,9302831.0,529.0,17585.691871455576,GREENE COUNTY HOSPITAL,9.0,,0,
2011,50414,1,136727935.0,5769.0,23700.456751603397,MERCY HOSPITAL OF FOLSOM,77.0,2019.0,1,-8.0
2011,140058,2,82649387.0,3418.0,24180.6281451141,PASSAVANT AREA HOSPITAL,172.0,2014.0,1,-3.0
2011,140135,2,267879160.0,12566.0,21317.77494827312,DECATUR MEMORIAL HOSPITAL,172.0,2019.0,1,-8.0
2011,140150,10,569528782.0,19167.0,29714.028382115095,UNIVERSITY OF ILLINOIS HOSPITAL,156.0,,0,
2011,40072,2,24485000.0,1964.0,12466.904276985744,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,19.0,,0,
2011,50026,11,531468618.0,26677.0,19922.353263110545,GROSSMONT HOSPITAL,80.0,,0,
2011,100043,2,85183019.0,6054.0,14070.535018169803,MEASE HOSPITAL DUNEDIN,116.0,2014.0,1,-3.0
2011,100052,2,218853317.0,15014.0,14576.616291461303,WINTER HAVEN HOSPITAL,130.0,2013.0,1,-2.0
2011,110087,9,518197551.0,25572.0,20264.25586579071,GWINNETT MEDICAL CENTER,144.0,2019.0,1,-8.0
2011,140185,2,256579827.0,16369.0,15674.74048506323,MEMORIAL HOSPITAL,273.0,2016.0,1,-5.0
2011,340002,2,830643554.0,38611.0,21513.132371603948,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,309.0,2019.0,1,-8.0
2011,490005,2,443190195.0,22631.0,19583.323538509125,WINCHESTER MEDICAL CENTER INC,435.0,,0,
2011,490052,2,393735388.0,18241.0,21585.18655775451,RIVERSIDE REGIONAL MEDICAL CENTER,429.0,,0,
2011,500108,1,623883623.0,26410.0,23623.00730783794,ST JOSEPH MEDICAL CENTER,441.0,2019.0,1,-8.0
2011,100258,4,259666038.0,16513.0,15724.946284745352,DELRAY MEDICAL CENTER,118.0,,0,
2011,500151,1,113529110.0,5012.0,22651.45849960096,ST ANTHONY HOSPITAL,441.0,2019.0,1,-8.0
2011,520002,1,145651297.0,4192.0,34745.06130725191,DEQUINCY MEMORIAL HOSP HH,450.0,2013.0,1,-2.0
2011,140189,2,157855864.0,6038.0,26143.73368665121,SARAH BUSH LINCOLN HEALTH CENTER,173.0,,0,
2011,360010,2,105687988.0,6375.0,16578.507921568627,UNION HOSPITAL,326.0,2018.0,1,-7.0
2011,360075,2,54469410.0,3224.0,16894.97828784119,UHHS RICHMOND HEIGHTS HOSPITAL,328.0,,0,
2011,360076,2,237281842.0,11216.0,21155.65638373752,ATRIUM MEDICAL CENTER,332.0,2014.0,1,-3.0
2011,360078,9,142915318.0,8282.0,17256.135957498187,ROBINSON MEMORIAL HOSPITAL,325.0,2015.0,1,-4.0
2011,40069,9,17303509.0,2194.0,7886.740656335461,GREAT RIVER MEDICAL CENTER,379.0,2019.0,1,-8.0
2011,280020,2,248752141.0,14746.0,16869.126610606265,SAINT ELIZABETH REGIONAL MEDICAL CENTER,277.0,2019.0,1,-8.0
2011,340070,2,223007926.0,11112.0,20069.10781137509,ALAMANCE REGIONAL MEDICAL CENTER,312.0,2013.0,1,-2.0
2011,370214,8,9527328.0,819.0,11632.87912087912,LINDSAY MUNICIPAL HOSPITAL,339.0,,0,
2011,380021,2,170848971.0,4692.0,36412.82416879795,TUALITY COMMUNITY HOSPITAL,344.0,,0,
2011,490063,2,1148883439.0,53563.0,21449.198868621996,INOVA FAIRFAX HOSPITAL,426.0,,0,
2011,110074,8,352519850.0,17947.0,19642.27168886165,ATHENS REGIONAL MEDICAL CENTER,144.0,2016.0,1,-5.0
2011,140082,4,130852331.0,6165.0,21225.033414436333,LOUIS A WEISS MEMORIAL HOSPITAL,156.0,2013.0,1,-2.0
2011,460011,4,59459997.0,1702.0,34935.36839012926,CASTLEVIEW HOSPITAL,423.0,,0,
2011,50603,2,325718608.0,16059.0,20282.620835668473,SADDLEBACK MEMORIAL MEDICAL CENTER,23.0,,0,
2011,420002,4,230462114.0,13816.0,16680.81311522872,PIEDMONT MEDICAL CENTER,311.0,,0,
2011,510077,4,33394557.0,2445.0,13658.305521472392,WILLIAMSON MEMORIAL HOSPITAL,443.0,2014.0,1,-3.0
2011,110045,4,50085354.0,2868.0,17463.512552301254,BARROW REGIONAL MEDICAL CENTER,144.0,2014.0,1,-3.0
2011,230275,9,39791022.0,406.0,98007.4433497537,HEALTHSOURCE SAGINAW,246.0,,0,
2011,520004,1,392049721.0,7369.0,53202.567648256205,HEALTHBACK OF PURCELL,448.0,,0,
2011,520019,1,86590158.0,1599.0,54152.694183864915,MINISTRY ST MARYS HOSPITAL,456.0,2013.0,1,-2.0
2011,100180,4,100648302.0,7555.0,13322.078358702844,ST PETERSBURG GENERAL HOSPITAL,139.0,,0,
2011,140115,2,58678681.0,6295.0,9321.47434471803,THOREK MEMORIAL HOSPITAL,156.0,,0,
2011,220029,2,105393421.0,6270.0,16809.158054226475,ANNA JAQUES HOSPITAL,227.0,2019.0,1,-8.0
2011,460058,2,79134838.0,4280.0,18489.448130841123,RIVERTON HOSPITAL,423.0,,0,
2011,500011,2,192614459.0,8160.0,23604.7131127451,HIGHLINE MEDICAL CENTER,439.0,2013.0,1,-2.0
2011,520027,2,171416927.0,4493.0,38151.99799688404,"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",451.0,,0,
2011,10131,4,180887881.0,9145.0,19779.9760524877,CRESTWOOD MEDICAL CENTER,5.0,,0,
2011,30123,2,95669771.0,3805.0,25143.172404730616,SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL,12.0,2013.0,1,-2.0
2011,110018,2,70430156.0,5127.0,13737.108640530523,NEWTON MEDICAL CENTER,144.0,2015.0,1,-4.0
2011,110027,2,36407728.0,1231.0,29575.733549959383,COBB MEMORIAL HOSPITAL,144.0,2015.0,1,-4.0
2011,110124,9,43666942.0,3815.0,11446.118479685452,WAYNE MEMORIAL HOSPITAL,149.0,,0,
2011,150125,2,470480000.0,22375.0,21027.03910614525,COMMUNITY HOSPITAL,186.0,,0,
2011,510023,6,76128104.0,5491.0,13864.160262247316,WEIRTON MEDICAL CENTER,357.0,,0,
2011,510086,10,21635420.0,763.0,28355.72739187418,WELCH COMMUNITY HOSPITAL,432.0,,0,
2011,250162,9,40824222.0,2099.0,19449.367317770368,HANCOCK MEDICAL CENTER,220.0,2014.0,1,-3.0
2011,420007,9,561666134.0,26197.0,21440.093674848264,SPARTANBURG REGIONAL MEDICAL CENTER,369.0,,0,
2011,500031,2,97308016.0,5408.0,17993.346153846152,GRAYS HARBOR COMMUNITY HOSPITAL,439.0,,0,
2011,520033,2,84545056.0,2906.0,29093.274604267033,RIVERVIEW HSPTL ASSOC,450.0,2015.0,1,-4.0
2011,520034,2,59140850.0,2272.0,26030.3036971831,AURORA MED CTR MANITOWOC CTY,447.0,2018.0,1,-7.0
2011,10125,4,15307961.0,1777.0,8614.496904895892,LAKELAND COMMUNITY HOSPITAL,1.0,2015.0,1,-4.0
2011,10157,4,35976055.0,1544.0,23300.55375647669,SHOALS HOSPITAL,1.0,2016.0,1,-5.0
2011,50002,2,131843200.0,7363.0,17906.17954638055,ST ROSE HOSPITAL,65.0,2013.0,1,-2.0
2011,50766,4,19982382.0,648.0,30837.00925925926,,,,0,
2011,110100,12,11565431.0,674.0,17159.393175074183,JEFFERSON HOSPITAL,145.0,,0,
2011,230040,2,56443612.0,2673.0,21116.20351664796,PENNOCK HOSPITAL,236.0,2015.0,1,-4.0
2011,330151,2,53240988.0,2058.0,25870.256559766764,ST JAMES MERCY HOSPITAL,304.0,2013.0,1,-2.0
2011,40119,2,142378970.0,8806.0,16168.404496933908,WHITE RIVER MEDICAL CENTER,19.0,,0,
2011,420009,2,123116079.0,7266.0,16944.134186622625,OCONEE MEDICAL CENTER,368.0,2014.0,1,-3.0
2011,450072,2,68875413.0,5044.0,13654.919310071373,BRAZOSPORT REGIONAL HEALTH SYSTEM,397.0,2016.0,1,-5.0
2011,500007,2,70186392.0,3002.0,23379.877415056628,ISLAND HOSPITAL,437.0,,0,
2011,180038,4,366086000.0,16816.0,21770.099904852523,OWENSBORO MEDICAL HEALTH SYSTEM,207.0,,0,
2011,180046,4,25501378.0,1073.0,23766.428704566635,BOURBON COMMUNITY HOSPITAL,204.0,,0,
2011,360084,2,476825003.0,24513.0,19451.92359156366,AULTMAN HOSPITAL,326.0,,0,
2011,360170,8,69005257.0,2720.0,25369.579779411764,BERGER HOSPITAL,329.0,2019.0,1,-8.0
2011,110121,2,19993523.0,1157.0,17280.486603284357,GRADY GENERAL HOSPITAL,140.0,,0,
2011,340098,11,415363894.0,20190.0,20572.753541357102,CAROLINAS MED CENTER-MERCY,311.0,,0,
2011,450604,2,57215563.0,3440.0,16632.43110465116,HILL COUNTRY MEMORIAL HOSPITAL INC,412.0,,0,
2011,450713,4,207267459.0,13556.0,15289.721082915314,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,385.0,,0,
2011,110002,2,92307891.0,3920.0,23547.93137755102,UPSON REGIONAL MEDICAL CENTER,147.0,,0,
2011,180115,2,42541152.0,1043.0,40787.29817833174,ROCKCASTLE REG HOSPITAL & RESPIRATORY CARE CTR,204.0,,0,
2011,220063,2,249566156.0,14021.0,17799.45481777334,LOWELL GENERAL HOSPITAL,227.0,,0,
2011,420039,11,33621854.0,2680.0,12545.467910447762,WALLACE THOMSON HOSPITAL,369.0,2015.0,1,-4.0
2011,420048,8,110528902.0,5712.0,19350.297969187675,KERSHAW HEALTH,366.0,2015.0,1,-4.0
2011,420053,8,45440677.0,2259.0,20115.394864984508,NEWBERRY COUNTY MEMORIAL HOSPITAL,366.0,,0,
2011,50197,1,242940182.0,6935.0,35031.02840663302,SEQUOIA HOSPITAL,85.0,2019.0,1,-8.0
2011,420055,4,60827135.0,3535.0,17207.110325318245,MARION REGIONAL HOSPITAL,367.0,2019.0,1,-8.0
2011,440009,2,92568637.0,5378.0,17212.465042766828,CUMBERLAND MEDICAL CENTER,380.0,2014.0,1,-3.0
2011,500002,1,124294263.0,3866.0,32150.611226073463,MEDERI -- TAVARES,440.0,2016.0,1,-5.0
2011,250084,9,57508571.0,2777.0,20708.88404753331,NATCHEZ REGIONAL MEDICAL CENTER,259.0,2014.0,1,-3.0
2011,330194,1,836041212.0,37292.0,22418.78182988309,MAIMONIDES MEDICAL CENTER,303.0,,0,
2011,370065,9,23705062.0,1562.0,15176.096030729834,CRAIG GENERAL HOSPITAL,340.0,2016.0,1,-5.0
2011,440091,2,516458584.0,25710.0,20087.84846363283,"MEMORIAL HEALTHCARE SYSTEM, INC",373.0,2019.0,1,-8.0
2011,50232,1,90368278.0,4481.0,20166.989064940863,FRENCH HOSPITAL MEDICAL CENTER,83.0,2019.0,1,-8.0
2011,250009,8,188332740.0,7130.0,26414.129032258064,MAGNOLIA REGIONAL HEALTH CENTER,379.0,,0,
2011,340127,9,54896514.0,2564.0,21410.49687987519,GRANVILLE MEDICAL CENTER,312.0,,0,
2011,340130,2,179600155.0,8380.0,21431.999403341288,CAROLINAS MEDICAL CENTER-UNION,311.0,,0,
2011,340166,11,156221655.0,7413.0,21074.012545528127,CAROLINAS MED CTR-UNIVERSITY,311.0,,0,
2011,490107,4,255135440.0,11991.0,21277.244600116755,RESTON HOSPITAL CENTER,426.0,,0,
2011,40137,1,33476450.0,1993.0,16797.01455092825,ST VINCENT MEDICAL CENTER/NORTH,19.0,2019.0,1,-8.0
2011,110031,4,110244667.0,8365.0,13179.278780633593,SPALDING REGIONAL MEDICAL CENTER,144.0,2016.0,1,-5.0
2011,250015,8,47103709.0,2619.0,17985.37953417335,GRENADA LAKE MEDICAL CENTER,261.0,2013.0,1,-2.0
2011,300003,2,852458601.0,18855.0,45211.27557677009,MARY HITCHCOCK MEMORIAL HOSPITAL,281.0,,0,
2011,340171,2,165838880.0,7957.0,20841.88513258766,PRESBYTERIAN HOSPITAL MATTHEWS,311.0,,0,
2011,420069,9,42728916.0,2555.0,16723.646183953035,CLARENDON MEMORIAL HOSPITAL,366.0,2016.0,1,-5.0
2011,420070,2,182830776.0,10939.0,16713.664503153854,TUOMEY HEALTHCARE SYSTEM,366.0,2016.0,1,-5.0
2011,440035,5,163270665.0,11073.0,14744.93497697101,GATEWAY MEDICAL CENTER,380.0,,0,
2011,440057,9,29101786.0,1648.0,17658.85072815534,CLAIBORNE COUNTY HOSPITAL,377.0,2013.0,1,-2.0
2011,450135,2,649411664.0,33145.0,19593.05065620757,TEXAS HEALTH HARRIS METHODIST FORT WORTH,394.0,,0,
2011,450236,11,39732108.0,3773.0,10530.640869334748,HOPKINS COUNTY MEMORIAL HOSPITAL,391.0,2016.0,1,-5.0
2011,520048,1,107253181.0,5377.0,19946.65817370281,MERCY MED CTR OF OSHKOSH,452.0,2013.0,1,-2.0
2011,10046,4,101221730.0,6440.0,15717.659937888198,RIVERVIEW REGIONAL MEDICAL CENTER,1.0,2014.0,1,-3.0
2011,100236,4,145652863.0,10667.0,13654.52920221243,FAWCETT MEMORIAL HOSPITAL,119.0,,0,
2011,260094,2,144582538.0,6034.0,23961.30891614186,SKAGGS REGIONAL MEDICAL CENTER,270.0,2013.0,1,-2.0
2011,330014,2,415506970.0,21103.0,19689.47400843482,JAMAICA HOSPITAL MEDICAL CENTER,301.0,2014.0,1,-3.0
2011,330166,2,7428431.0,144.0,51586.32638888889,"WESTFIELD MEMORIAL HOSPITAL, INC",351.0,2013.0,1,-2.0
2011,400128,4,35714167.0,5457.0,6544.652189847901,,,,0,
2011,440083,4,23927643.0,2292.0,10439.634816753927,JAMESTOWN REGIONAL MEDICAL CENTER,380.0,2014.0,1,-3.0
2011,30012,2,159536018.0,6998.0,22797.37324949986,YAVAPAI REGIONAL MEDICAL CENTER,12.0,,0,
2011,50022,4,397559850.0,21788.0,18246.734440976685,RIVERSIDE COMMUNITY HOSPITAL,79.0,,0,
2011,180070,2,45102109.0,3035.0,14860.66194398682,TWIN LAKES REGIONAL MEDICAL CENTER,205.0,,0,
2011,180080,2,130357530.0,8419.0,15483.73084689393,BAPTIST REGIONAL MEDICAL CENTER,204.0,,0,
2011,240214,2,83143215.0,5816.0,14295.600928473175,MAPLE GROVE HOSPITAL,251.0,,0,
2011,420083,4,159245980.0,6508.0,24469.265519360782,MARY BLACK MEMORIAL HOSPITAL,369.0,2018.0,1,-7.0
2011,110230,4,98471199.0,4943.0,19921.343111470767,EMORY JOHNS CREEK HOSPITAL,144.0,,0,
2011,100268,4,128000996.0,10110.0,12660.83046488625,WEST BOCA MEDICAL CENTER,118.0,,0,
2011,100287,4,143044264.0,8844.0,16174.1592039801,GOOD SAMARITAN MEDICAL CENTER,118.0,,0,
2011,370008,8,316735679.0,19073.0,16606.494992921933,NORMAN REGIONAL HEALTH SYSTEM,339.0,,0,
2011,450730,4,121663230.0,6628.0,18355.9490042245,BAYLOR MEDICAL CENTER AT CARROLLTON,391.0,2013.0,1,-2.0
2011,220088,2,188504729.0,7022.0,26844.877385360294,NEW ENGLAND BAPTIST HOSPITAL,227.0,2019.0,1,-8.0
2011,220095,2,94723563.0,4299.0,22033.85973482205,HEYWOOD HOSPITAL,231.0,2013.0,1,-2.0
2011,370019,2,25677483.0,2088.0,12297.645114942528,GREAT PLAINS REGIONAL MEDICAL CENTER,339.0,,0,
2011,370097,4,62391460.0,3691.0,16903.673801137902,SOUTHWESTERN MEDICAL CENTER,336.0,2016.0,1,-5.0
2011,450508,11,56451037.0,5078.0,11116.785545490353,MEMORIAL HOSPITAL,397.0,,0,
2011,490019,2,70506407.0,4410.0,15987.847392290249,CULPEPER REGIONAL HOSPITAL,427.0,2014.0,1,-3.0
2011,450101,1,198737840.0,12001.0,16560.106657778517,HILLCREST BAPTIST MEDICAL CENTER,418.0,2013.0,1,-2.0
2011,450788,4,219564119.0,17246.0,12731.306911747652,"CORPUS CHRISTI MEDICAL CENTER,THE",390.0,,0,
2011,10061,13,40682315.0,4097.0,9929.781547473762,HIGHLANDS MEDICAL CENTER,5.0,,0,
2011,260176,4,108594692.0,5952.0,18245.075940860213,DES PERES HOSPITAL,273.0,2018.0,1,-7.0
2011,420038,9,70279595.0,2916.0,24101.37002743484,LAURENS COUNTY HEALTHCARE SYSTEM,368.0,2013.0,1,-2.0
2011,420101,4,28369692.0,1485.0,19104.169696969697,COASTAL CAROLINA HOSPITAL,,,0,
2011,450672,4,235265508.0,11520.0,20422.353125,PLAZA MEDICAL CENTER OF FORT WORTH,394.0,,0,
2011,450674,4,299909927.0,11824.0,25364.506681326115,"WOMANS HOSPITAL OF TEXAS,THE",397.0,,0,
2011,180064,2,42633326.0,1968.0,21663.275406504064,SAINT JOSEPH MOUNT STERLING,204.0,2019.0,1,-8.0
2011,220126,4,151872422.0,10091.0,15050.28461004856,NORWOOD HOSPITAL,227.0,,0,
2011,360002,2,81233168.0,2312.0,35135.45328719723,SAMARITAN HOSPITAL - PEOPLES HOSPITAL,329.0,2015.0,1,-4.0
2011,360003,2,724992168.0,26959.0,26892.39838272933,"UNIVERSITY HOSPITAL, INC",327.0,,0,
2011,360109,10,57880284.0,2253.0,25690.31691078562,COSHOCTON COUNTY MEMORIAL HOSPITAL,329.0,2016.0,1,-5.0
2011,360118,2,254648901.0,11086.0,22970.313999639184,MEDCENTRAL HEALTH SYSTEM,329.0,2014.0,1,-3.0
2011,360125,2,73528485.0,4866.0,15110.662762022195,ASHTABULA COUNTY MEDICAL CENTER,328.0,,0,
2011,360131,2,87526448.0,3488.0,25093.591743119265,ALLIANCE COMMUNITY HOSPITAL,326.0,2018.0,1,-7.0
2011,420018,2,618876046.0,30424.0,20341.705429923742,PALMETTO HEALTH RICHLAND,366.0,,0,
2011,10025,2,49438811.0,2835.0,17438.734038800707,GEORGE H. LANIER MEMORIAL HOSPITAL,1.0,,0,
2011,100086,11,189747293.0,13244.0,14327.038130474177,BROWARD HEALTH NORTH BROWARD MEDICAL CENTER,118.0,,0,
2011,220083,2,54014861.0,2320.0,23282.267672413793,,,2019.0,1,-8.0
2011,440030,2,92905417.0,6296.0,14756.260641677256,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,377.0,,0,
2011,440130,1,37320534.0,2182.0,17103.819431714022,BAPTIST MEMORIAL HOSPITAL UNION CITY,379.0,,0,
2011,440176,2,98228556.0,6937.0,14160.091682283408,INDIAN PATH MEDICAL CENTER,376.0,2018.0,1,-7.0
2011,50684,4,41388172.0,3982.0,10393.815168257155,MENIFEE VALLEY MEDICAL CENTER,79.0,,0,
2011,220108,2,65894742.0,4522.0,14572.034940291906,MILTON HOSPITAL INC,227.0,2019.0,1,-8.0
2011,420065,2,175113539.0,8618.0,20319.51021118589,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,365.0,2019.0,1,-8.0
2011,420087,2,392586669.0,14255.0,27540.278428621536,ROPER HOSPITAL,365.0,2019.0,1,-8.0
2011,420104,2,35404186.0,1330.0,26619.688721804512,MOUNT PLEASANT HOSPITAL,,2019.0,1,-8.0
2011,520078,1,163698087.0,8756.0,18695.533005938785,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,451.0,2016.0,1,-5.0
2011,10158,4,33616316.0,2573.0,13065.02759424796,RUSSELLVILLE HOSPITAL,1.0,2015.0,1,-4.0
2011,50597,2,69251245.0,5533.0,12516.039219230071,FOOTHILL PRESBYTERIAN HOSPITAL,56.0,,0,
2011,100023,2,174157010.0,10667.0,16326.709477828816,CITRUS MEMORIAL HOSPITAL,129.0,2014.0,1,-3.0
2011,100046,1,150759966.0,9818.0,15355.466082705236,FLORIDA HOSPITAL ZEPHYRHILLS,141.0,,0,
2011,100050,4,78467251.0,6351.0,12355.101716265155,PALM SPRINGS GENERAL HOSPITAL,127.0,2016.0,1,-5.0
2011,100307,1,171832605.0,11796.0,14567.023143438451,ST LUKE'S HOSPITAL,123.0,,0,
2011,450871,5,19598047.0,859.0,22814.955762514553,AUSTIN SURGICAL HOSPITAL,385.0,,0,
2011,450877,6,27329536.0,1886.0,14490.74019088017,"EAST EL PASO PHYSICIANS MEDICAL CENTER, LLC",393.0,2019.0,1,-8.0
2011,520088,1,299341241.0,5001.0,59856.27694461107,ST AGNES HSPTL,451.0,2018.0,1,-7.0
2011,100044,2,297066497.0,18515.0,16044.6393194707,MARTIN MEMORIAL MEDICAL CENTER,118.0,2019.0,1,-8.0
2011,190086,4,75505280.0,6257.0,12067.329391081988,NORTHERN LOUISIANA MEDICAL CENTER,219.0,,0,
2011,400019,4,82002436.0,9532.0,8602.857322702475,,,,0,
2011,450580,2,21123329.0,1833.0,11523.91107474086,EAST TEXAS MEDICAL CENTER CROCKETT,416.0,,0,
2011,520089,2,334529138.0,20325.0,16458.998179581795,MERITER HSPTL,449.0,2014.0,1,-3.0
2011,520091,2,52411808.0,2790.0,18785.594265232976,HOWARD YOUNG MED CTR,450.0,2013.0,1,-2.0
2011,670047,4,109010234.0,6929.0,15732.462693029298,SIERRA PROVIDENCE EAST MEDICAL CENTER,393.0,,0,
2011,190044,2,33233455.0,3381.0,9829.47500739426,AMERICAN LEGION HOSPITAL,213.0,2014.0,1,-3.0
2011,300011,2,191170622.0,5690.0,33597.64885764499,ST JOSEPH HOSPITAL,282.0,,0,
2011,330030,2,75348309.0,3487.0,21608.347863492974,NEWARK-WAYNE COMMUNITY HOSPITAL,304.0,,0,
2011,330056,2,338891678.0,16597.0,20418.851479182984,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,303.0,2014.0,1,-3.0
2011,360123,1,148365440.0,11723.0,12655.927663567349,ST JOHN MEDICAL CENTER,328.0,2015.0,1,-4.0
2011,360147,2,225975867.0,8067.0,28012.37969505392,MARIETTA MEMORIAL HOSPITAL,329.0,2015.0,1,-4.0
2011,360211,1,172922999.0,9898.0,17470.498989694886,TRINITY MEDICAL CTR EAST&TRINITY MEDICAL CTR WEST,357.0,2014.0,1,-3.0
2011,380027,1,172387924.0,7461.0,23105.203592011796,MERCY MEDICAL CENTER,342.0,2019.0,1,-8.0
2011,410008,2,111471631.0,5366.0,20773.691949310472,SOUTH COUNTY HOSPITAL INC,364.0,,0,
2011,450831,4,5320032.0,144.0,36944.666666666664,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,397.0,,0,
2011,670053,5,66518601.0,4117.0,16157.056351712412,ST LUKE'S SUGAR LAND HOSPITAL,397.0,2013.0,1,-2.0
2011,50761,1,239084831.0,13863.0,17246.254851042344,PROVIDENCE TARZANA MEDICAL CENTER,56.0,2016.0,1,-5.0
2011,350002,1,242914784.0,9507.0,25551.15009992637,ST ALEXIUS MEDICAL CENTER,321.0,2014.0,1,-3.0
2011,450644,4,160381202.0,9794.0,16375.454564018786,WEST HOUSTON MEDICAL CENTER,397.0,,0,
2011,490038,2,40482077.0,1772.0,22845.41591422122,SMYTH COUNTY COMMUNITY HOSPITAL,376.0,2018.0,1,-7.0
