fiscal_year,RPT_REC_NUM,PRVDR_NUM,NPI,FY_BGN_DT,FY_END_DT,PRVDR_CTRL_TYPE_CD,total_operating_costs,net_patient_revenue,total_charges,medicare_charges,medicare_payments,medicaid_charges,medicaid_payments,total_discharges,cost_per_discharge,ccn,fac_name,hrrcode,merger_target,merger_of_equals,bankruptcy,system_exit,system_split,system_id_yr,any_merger,merger_year,treated,years_to_merger,post_merger,match_pair_id
2013,775341,110129,,01/01/2013,12/31/2013,2,197326088.0,204217200.0,113880.0,,5105406.0,31577.0,7263.0,13497.0,14619.996147291991,110129,"ST FRANCIS HOSPITAL, INC",146.0,0,0,0,0,0,826.0,0,2016.0,1,-3.0,0,494
2013,775358,160030,,07/01/2013,06/30/2014,12,166167069.0,163104771.0,54534.0,,2701088.0,15519.0,2542.0,7027.0,23646.94307670414,160030,MARY GREELEY MEDICAL CENTER,192.0,0,0,0,0,0,1485.0,0,,0,,0,480
2013,775362,170006,,04/01/2013,03/31/2014,1,86150951.0,92808095.0,36865.0,,1267648.0,8101.0,2543.0,3828.0,22505.473092998956,170006,VIA CHRISTI HOSPITAL PITTSBURG INC,267.0,1,0,0,0,0,118.0,1,2013.0,1,0.0,1,48
2013,775363,170013,,07/01/2013,06/30/2014,2,175721959.0,184526388.0,44895.0,,2344340.0,14272.0,30.0,5148.0,34134.02466977467,170013,HAYS MEDICAL CENTER,201.0,0,0,0,0,0,1701.0,0,2017.0,1,-4.0,0,666
2013,775377,190025,,01/01/2013,12/31/2013,12,21131089.0,26267159.0,48180.0,,355116.0,2412.0,416.0,1959.0,10786.671260847372,190025,SAVOY MEDICAL CENTER,213.0,0,0,0,0,0,1893.0,0,2015.0,1,-2.0,0,408
2013,775379,190054,,10/01/2012,09/30/2013,11,55371114.0,57811651.0,36135.0,,1469016.0,6638.0,1406.0,3852.0,14374.640186915887,190054,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,213.0,0,0,0,0,0,347.0,0,,0,,0,753
2013,775390,230022,,01/01/2013,12/31/2013,9,61242295.0,68550891.0,26745.0,,1307760.0,6386.0,684.0,3459.0,17705.20237062735,230022,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,238.0,0,0,0,0,0,1159.0,0,2018.0,1,-5.0,0,788
2013,775391,230078,,10/01/2012,09/30/2013,2,27622700.0,26501141.0,9490.0,,317524.0,1025.0,22.0,597.0,46269.17922948074,230078,"LAKELAND COMMUNITY HOSPITAL, WATERVLIET",248.0,0,0,0,0,0,342.0,0,2018.0,1,-5.0,0,789
2013,775393,230099,,07/01/2013,06/30/2014,2,142128766.0,155304251.0,63510.0,,2909348.0,17314.0,3085.0,8302.0,17119.822452421104,230099,MERCY MEMORIAL HOSPITAL SYSTEM,334.0,0,0,0,0,0,1187.0,0,2015.0,1,-2.0,0,414
2013,775395,230142,,01/01/2013,12/31/2013,2,128585896.0,130910452.0,62824.0,,2603960.0,15854.0,3442.0,8018.0,16037.153404839111,230142,OAKWOOD ANNAPOLIS HOSPITAL,232.0,0,0,0,0,0,40.0,0,2014.0,1,-1.0,0,263
2013,775522,670068,,04/01/2013,03/31/2014,4,120747039.0,92514265.0,37595.0,,1053184.0,5208.0,1826.0,4462.0,27061.192066337964,670068,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,391.0,0,0,0,0,0,2078.0,0,,0,,0,327
2013,775611,440218,,01/01/2013,12/31/2013,5,40116817.0,22965472.0,8395.0,,426240.0,518.0,21.0,982.0,40852.15580448065,440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,380.0,0,0,0,0,0,1296.0,0,,0,,0,879
2013,775613,440228,,06/01/2013,05/31/2014,4,104425934.0,90872190.0,56940.0,,1817792.0,12777.0,717.0,6451.0,16187.557587970858,440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,379.0,0,0,0,0,0,2675.0,0,,0,,0,272
2013,775693,140052,,01/01/2013,12/31/2013,1,74856141.0,76428273.0,32850.0,,1282896.0,5701.0,1676.0,3755.0,19935.057523302265,140052,SAINT ANTHONY'S HEALTH CENTER,273.0,0,0,0,0,0,1070.0,0,2014.0,1,-1.0,0,246
2013,775697,140120,,05/01/2013,04/30/2014,2,64903881.0,64328172.0,36463.0,,1306400.0,7965.0,2274.0,3424.0,18955.572721962617,140120,PEKIN MEMORIAL HOSPITAL,170.0,0,0,0,0,0,1129.0,0,2017.0,1,-4.0,0,661
2013,775752,440125,,01/01/2013,12/31/2013,2,263318613.0,257039299.0,102473.0,,3292572.0,21764.0,,13967.0,18852.91136249731,440125,FORT SANDERS REGIONAL MEDICAL CENTER,377.0,0,0,0,0,0,47.0,0,,0,,0,99
2013,775785,670080,,05/01/2013,04/30/2014,4,51731415.0,80707179.0,24090.0,,1057472.0,5116.0,490.0,3517.0,14708.96076201308,670080,SETON MEDICAL CENTER HARKER HEIGHTS,413.0,0,0,0,0,0,279.0,0,2017.0,1,-4.0,0,747
2013,776213,140046,,01/01/2013,12/31/2013,1,134321026.0,159905038.0,36544.0,,2775920.0,15932.0,3727.0,6771.0,19837.69398907104,140046,GOOD SAMARITAN REGIONAL HLTH CENTER,273.0,0,0,0,0,0,339.0,0,,0,,0,704
2013,776215,140116,,07/01/2013,06/30/2014,2,218636328.0,213638307.0,55317.0,,3553792.0,18685.0,3122.0,8625.0,25349.13947826087,140116,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,158.0,0,0,0,0,0,206.0,0,2018.0,1,-5.0,0,756
2013,776223,140200,,07/01/2013,06/30/2014,2,357131844.0,375045397.0,102930.0,,5242432.0,30878.0,6069.0,13561.0,26335.214512204115,140200,ELMHURST MEMORIAL HOSPITAL,166.0,0,1,0,0,0,2683.0,1,2013.0,1,0.0,1,22
2013,776248,250044,,10/01/2012,09/30/2013,1,25804403.0,22185702.0,18615.0,,598680.0,5198.0,486.0,1045.0,24693.20861244019,250044,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,262.0,0,0,0,0,0,86.0,0,,0,,0,49
2013,776356,10086,,05/01/2013,04/30/2014,4,22011981.0,27037168.0,22265.0,,749888.0,3720.0,342.0,1434.0,15350.056485355648,10086,NORTHWEST MEDICAL CENTER,1.0,0,0,0,0,0,99.0,0,2015.0,1,-2.0,0,388
2013,776455,190308,,01/01/2013,12/31/2013,11,21808570.0,31236527.0,14600.0,,294252.0,2205.0,122.0,1400.0,15577.55,190308,ST BERNARD PARISH HOSPITAL,218.0,0,0,0,0,0,1902.0,0,2016.0,1,-3.0,0,519
2013,776543,500011,,01/01/2013,12/31/2013,2,166766318.0,178596158.0,67525.0,,2059432.0,14066.0,3362.0,8234.0,20253.37843089628,500011,HIGHLINE MEDICAL CENTER,439.0,1,0,0,0,0,2677.0,1,2013.0,1,0.0,1,185
2013,776664,10040,,10/01/2012,09/30/2013,4,254949654.0,251440372.0,95398.0,,4135136.0,30690.0,13418.0,12910.0,19748.23036405887,10040,GADSDEN REGIONAL MEDICAL CENTER,1.0,0,0,0,0,0,2620.0,0,,0,,0,632
2013,776666,10051,,10/01/2012,09/30/2013,9,10271335.0,11565140.0,8760.0,,188040.0,785.0,287.0,419.0,24513.926014319808,10051,GREENE COUNTY HOSPITAL,9.0,0,0,0,0,0,1344.0,0,,0,,0,512
2013,776740,200008,,01/01/2013,12/31/2013,1,201184842.0,217053654.0,56575.0,,2207720.0,9888.0,3737.0,7161.0,28094.51780477587,200008,MERCY HOSPITAL,222.0,1,0,0,0,0,340.0,1,2013.0,1,0.0,1,57
2013,776834,670060,,11/01/2012,10/31/2013,4,62732034.0,73995593.0,25550.0,,1388670.0,6984.0,622.0,6189.0,10136.053320407174,670060,TEXAS REGIONAL MEDICAL CENTER AT SUNNYVALE,391.0,0,0,0,0,0,2063.0,0,2016.0,1,-3.0,0,640
2013,776848,10056,,07/01/2013,06/30/2014,1,355413170.0,342401985.0,161330.0,,5566144.0,33396.0,8107.0,19805.0,17945.628376672557,10056,ST VINCENT'S BIRMINGHAM,1.0,0,0,0,0,0,118.0,0,,0,,0,684
2013,777007,500019,,01/01/2013,12/31/2013,1,134164817.0,116834734.0,31390.0,,1777780.0,7646.0,2183.0,5857.0,22906.74696943828,500019,PROVIDENCE CENTRALIA HOSPITAL,438.0,0,0,0,0,0,243.0,0,2016.0,1,-3.0,0,608
2013,777209,220008,,10/01/2012,09/30/2013,2,164081427.0,155605929.0,46355.0,,2532548.0,15426.0,1512.0,5945.0,27599.90361648444,220008,STURDY MEMORIAL HOSPITAL,364.0,0,0,0,0,0,420.0,0,,0,,0,562
2013,777376,450237,,07/01/2013,06/30/2014,1,379021748.0,374729403.0,163155.0,,5347198.0,29711.0,2295.0,19204.0,19736.604249114767,450237,CHRISTUS SANTA ROSA HOSPITAL,412.0,0,0,0,0,0,112.0,0,,0,,0,628
2013,777410,270087,,04/01/2013,03/31/2014,6,47252439.0,34189456.0,10950.0,,195190.0,472.0,32.0,582.0,81189.75773195876,270087,HEALTH CENTER NORTHWEST,276.0,0,0,0,0,0,2215.0,0,,0,,0,126
2013,777463,270086,,01/01/2013,12/31/2013,6,18761285.0,17794518.0,7300.0,,230852.0,725.0,51.0,618.0,30358.066343042072,270086,GREAT FALLS CLINIC MEDICAL CENTER,275.0,0,0,0,0,0,280.0,0,,0,,0,965
2013,777487,40051,,10/01/2012,03/31/2013,2,13309608.0,13080418.0,8918.0,,337544.0,2078.0,657.0,1273.0,10455.308719560097,40051,DREW MEMORIAL HOSPITAL,19.0,0,0,0,0,0,1828.0,0,,0,,0,785
2013,777488,40051,,04/01/2013,03/31/2014,2,25855080.0,27216801.0,17885.0,,759083.0,3839.0,1319.0,2337.0,11063.36328626444,40051,DREW MEMORIAL HOSPITAL,19.0,0,0,0,0,0,1828.0,0,,0,,0,785
2013,777510,140058,,10/01/2012,09/30/2013,2,84814674.0,89761871.0,33945.0,,1523088.0,7332.0,1667.0,3212.0,26405.56475716065,140058,PASSAVANT AREA HOSPITAL,172.0,0,0,0,0,0,1110.0,0,2014.0,1,-1.0,0,247
2013,777590,670041,,07/01/2013,06/30/2014,2,165705326.0,171294039.0,52195.0,,2042784.0,13264.0,1926.0,7154.0,23162.61196533408,670041,SETON MEDICAL CENTER WILLIAMSON,385.0,0,0,0,0,0,118.0,0,,0,,0,588
2013,777623,110087,,07/01/2013,06/30/2014,9,666588281.0,675392542.0,157315.0,,6190720.0,38784.0,12136.0,28570.0,23331.75642282114,110087,GWINNETT MEDICAL CENTER,144.0,0,0,0,0,0,836.0,0,2019.0,1,-6.0,0,869
2013,777633,140185,,01/01/2013,12/31/2013,2,253344105.0,257703972.0,115340.0,,5380084.0,32770.0,11181.0,15208.0,16658.607640715414,140185,MEMORIAL HOSPITAL,273.0,0,0,0,0,0,1071.0,0,2016.0,1,-3.0,0,500
2013,777649,220036,,10/01/2012,12/31/2012,4,76929144.0,78429355.0,18676.0,,667012.0,4432.0,1092.0,2912.0,26417.975274725275,220036,ST ELIZABETH'S MEDICAL CENTER,227.0,0,0,0,0,0,62.0,0,,0,,0,957
2013,777794,520002,,07/01/2013,06/30/2014,1,184953632.0,144080905.0,33945.0,,1308064.0,5592.0,661.0,4700.0,39351.83659574468,520002,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,450.0,1,0,0,0,0,118.0,1,2013.0,1,0.0,1,194
2013,777805,30010,,07/01/2013,06/30/2014,1,189767248.0,197607731.0,136510.0,,2537120.0,13270.0,7491.0,10494.0,18083.404612159327,30010,CARONDELET ST  MARYS HOSPITAL,15.0,0,0,0,0,0,118.0,0,2015.0,1,-2.0,0,427
2013,777877,360010,,01/01/2013,12/31/2013,2,108634680.0,111896878.0,52560.0,,1615488.0,8747.0,615.0,5098.0,21309.27422518635,360010,UNION HOSPITAL,326.0,0,0,0,0,0,979.0,0,2018.0,1,-5.0,0,808
2013,777886,360075,,01/01/2013,12/31/2013,2,84565829.0,99683996.0,39055.0,,1712716.0,10191.0,1173.0,5302.0,15949.798000754432,360075,UHHS RICHMOND HEIGHTS HOSPITAL,328.0,0,0,0,0,0,38.0,0,,0,,0,238
2013,777889,360078,,01/01/2013,12/31/2013,9,127877349.0,146712238.0,42705.0,,1583464.0,8923.0,1557.0,6159.0,20762.680467608378,360078,ROBINSON MEMORIAL HOSPITAL,325.0,0,0,0,0,0,283.0,0,2015.0,1,-2.0,0,454
2013,777930,50352,,01/01/2013,12/31/2013,2,103728202.0,100609710.0,22995.0,,603616.0,2780.0,1956.0,2138.0,48516.46492048643,50352,BARTON MEMORIAL HOSPITAL,77.0,0,0,0,0,0,2578.0,0,,0,,0,798
2013,777931,50393,,07/01/2013,09/30/2013,2,32536988.0,44302017.0,18308.0,,487808.0,2862.0,910.0,2656.0,12250.371987951808,50393,DOWNEY REGIONAL MEDICAL CENTER,56.0,1,0,0,0,0,2706.0,1,2013.0,1,0.0,1,192
2013,777985,420033,,10/01/2012,09/30/2013,10,88614717.0,79774511.0,24170.0,,1046928.0,4276.0,837.0,3573.0,24801.208228379513,420033,GREER MEMORIAL HOSPITAL,368.0,0,0,0,0,0,78.0,0,2017.0,1,-4.0,0,713
2013,777987,420038,,10/01/2012,06/30/2013,9,42163920.0,45618664.0,20748.0,,793636.0,4526.0,915.0,2076.0,20310.173410404623,420038,GHS  LAURENS COUNTY MEMORIAL HOSPITAL,368.0,1,0,0,0,0,78.0,1,2013.0,1,0.0,1,158
2013,777989,420055,,10/01/2012,09/30/2013,4,50333654.0,62583580.0,34310.0,,917080.0,4996.0,1231.0,2746.0,18329.808448652584,420055,CAROLINAS HOSPITAL SYSTEM MARION,367.0,0,0,0,0,0,2620.0,0,2019.0,1,-6.0,0,940
2013,777993,420098,,10/01/2012,09/30/2013,2,134944843.0,127366807.0,45260.0,,2920284.0,14473.0,1668.0,6795.0,19859.43237674761,420098,WACCAMAW COMMUNITY HOSPITAL,365.0,0,0,0,0,0,2623.0,0,,0,,0,705
2013,777994,420104,,01/01/2013,12/31/2013,2,49776486.0,45671038.0,31025.0,,452176.0,1562.0,240.0,1516.0,32834.09366754617,420104,MOUNT PLEASANT HOSPITAL,365.0,0,0,0,0,0,2613.0,0,2019.0,1,-6.0,0,944
2013,778001,450241,,06/01/2013,05/31/2014,11,5595975.0,9708783.0,6205.0,,46848.0,311.0,18.0,206.0,27164.927184466014,450241,FAITH COMMUNITY HOSPITAL,420.0,0,0,0,0,0,2142.0,0,,0,,0,243
2013,778009,490013,,09/01/2013,12/31/2013,2,24721251.0,24993348.0,21106.0,,573056.0,3397.0,222.0,1250.0,19777.0008,490013,HALIFAX REGIONAL HOSPITAL,312.0,1,0,0,0,0,177.0,1,2013.0,1,0.0,1,183
2013,778010,490019,,10/01/2012,09/30/2013,2,67083157.0,70266017.0,25550.0,,1327638.0,7206.0,971.0,3496.0,19188.54605263158,490019,CULPEPER REGIONAL HOSPITAL,427.0,0,0,0,0,0,725.0,0,2014.0,1,-1.0,0,365
2013,778011,490023,,10/01/2012,10/31/2013,2,146499648.0,151682892.0,38412.0,,2089216.0,11048.0,1548.0,6976.0,21000.522935779816,490023,"THE FAUQUIER HOSPITAL, INC",426.0,1,0,0,0,0,99.0,1,2013.0,1,0.0,1,184
2013,778019,670012,,01/01/2013,12/31/2013,4,68350679.0,67899811.0,23360.0,,721056.0,1933.0,,1993.0,34295.373306573005,670012,HOUSTON ORTHOPEDIC AND SPINE HOSPITAL,397.0,0,0,0,0,0,2031.0,0,2015.0,1,-2.0,0,482
2013,778024,10087,,10/01/2012,09/30/2013,10,181518330.0,218636790.0,48545.0,,850348.0,6103.0,10659.0,6955.0,26098.969086987778,10087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,6.0,0,0,0,0,0,343.0,0,,0,,0,476
2013,778055,150115,,07/01/2013,06/30/2014,1,183506541.0,184887983.0,40515.0,,2347008.0,8927.0,836.0,5185.0,35391.81118611379,150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,179.0,0,0,0,0,0,150.0,0,,0,,0,968
2013,778074,250096,,01/01/2013,12/31/2013,4,32572351.0,43671581.0,45435.0,,860488.0,7218.0,1428.0,2939.0,11082.800612453217,250096,CROSSGATES RIVER OAKS HOSPITAL,259.0,0,0,0,0,0,96.0,0,2014.0,1,-1.0,0,278
2013,778094,420011,,10/01/2012,09/30/2013,2,36239272.0,39620378.0,15330.0,,263200.0,1241.0,107.0,754.0,48062.69496021221,420011,CANNON MEMORIAL HOSPITAL,368.0,0,0,0,0,0,2613.0,0,2014.0,1,-1.0,0,345
2013,778101,440058,,01/01/2013,12/31/2013,4,77769770.0,75721038.0,46720.0,,1572864.0,8217.0,2440.0,4130.0,18830.452784503632,440058,SOUTHERN TENNESSEE MEDICAL CENTER,380.0,0,0,0,0,0,99.0,0,,0,,0,485
2013,778114,490032,,07/01/2013,06/30/2014,13,1285102315.0,1133251245.0,239819.0,,6046127.0,55457.0,24639.0,33102.0,38822.4975832276,490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,431.0,0,0,0,0,0,732.0,0,2014.0,1,-1.0,0,366
2013,778126,520013,,07/01/2013,06/30/2014,1,215876895.0,190093613.0,62812.0,,3084128.0,18224.0,4891.0,9046.0,23864.348330753925,520013,SACRED HEART HSPTL,251.0,0,0,0,0,0,330.0,0,,0,,0,657
2013,778136,10016,,01/01/2013,12/31/2013,1,146166340.0,147587278.0,74240.0,,2965900.0,17629.0,8733.0,11440.0,12776.777972027972,10016,SHELBY BAPTIST MEDICAL CENTER,1.0,0,0,0,0,0,244.0,0,2015.0,1,-2.0,0,386
2013,778190,340070,,01/01/2013,09/30/2013,2,164193231.0,163349919.0,49686.0,,2166728.0,10878.0,5852.0,8718.0,18833.81865106676,340070,ALAMANCE REGIONAL MEDICAL CENTER,312.0,1,0,0,0,0,2613.0,1,2013.0,1,0.0,1,129
2013,778219,490033,,01/01/2013,09/30/2013,2,43887390.0,48882975.0,12558.0,,605956.0,2981.0,1166.0,1701.0,25800.934744268077,490033,WARREN MEMORIAL HOSPITAL,435.0,0,0,0,0,0,51.0,0,,0,,0,917
2013,778237,60006,,01/01/2013,12/31/2013,2,74738726.0,76775216.0,19345.0,,1099544.0,3776.0,663.0,2682.0,27866.788217747948,60006,MONTROSE MEMORIAL HOSPITAL,105.0,0,0,0,0,0,2319.0,0,,0,,0,158
2013,778294,220111,,10/01/2012,12/31/2012,4,56941410.0,60021293.0,21068.0,,1057102.0,6058.0,1828.0,4127.0,13797.288587351588,220111,GOOD SAMARITAN MEDICAL CENTER,227.0,0,0,0,0,0,62.0,0,,0,,0,455
2013,778330,520017,,07/01/2013,06/30/2014,1,66747490.0,64742396.0,37230.0,,664032.0,2715.0,930.0,3390.0,19689.52507374631,520017,ST JOSEPHS HSPTL,450.0,0,0,0,0,0,330.0,0,,0,,0,661
2013,778333,520019,,07/01/2013,06/30/2014,1,150260962.0,114585434.0,21535.0,,972704.0,3909.0,491.0,2531.0,59368.21888581589,520019,MINISTRY SAINT MARYS HOSPITAL,456.0,1,0,0,0,0,118.0,1,2013.0,1,0.0,1,195
2013,778352,140115,,07/01/2013,06/30/2014,2,53760589.0,59548816.0,56940.0,,868352.0,8429.0,8593.0,4476.0,12010.8554512958,140115,THOREK MEMORIAL HOSPITAL,156.0,0,0,0,0,0,1078.0,0,,0,,0,98
2013,778358,150102,,01/01/2013,12/31/2013,2,23148249.0,18876897.0,18703.0,,304120.0,1400.0,173.0,546.0,42396.06043956044,150102,INDIANA UNIVERSITY HEALTH STARKE HOSPITAL,181.0,0,0,0,0,0,153.0,0,2016.0,1,-3.0,0,504
2013,778366,220029,,10/01/2012,09/30/2013,2,112336532.0,115931618.0,43800.0,,2380708.0,11537.0,,6048.0,18574.162037037036,220029,ANNA JAQUES HOSPITAL,227.0,0,0,0,0,0,437.0,0,2019.0,1,-6.0,0,887
2013,778372,220080,,10/01/2012,12/31/2012,4,43398144.0,47572759.0,20516.0,,834632.0,5090.0,1336.0,2770.0,15667.2,220080,HOLY FAMILY HOSPITAL,227.0,0,0,0,0,0,62.0,0,,0,,0,263
2013,778402,440091,,07/01/2013,06/30/2014,2,513022124.0,499518124.0,151475.0,,10277437.0,56740.0,3664.0,23995.0,21380.376078349655,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",373.0,0,0,0,0,0,2677.0,0,2019.0,1,-6.0,0,945
2013,778406,490090,,01/01/2013,12/31/2013,2,62227993.0,57520896.0,31390.0,,1716408.0,7282.0,908.0,4460.0,13952.464798206278,490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC",431.0,0,0,0,0,0,147.0,0,,0,,0,218
2013,778407,490093,,01/01/2013,12/31/2013,2,239274336.0,228611154.0,79788.0,,3568360.0,24031.0,2349.0,8873.0,26966.565535895417,490093,SENTARA CAREPLEX HOSPITAL,429.0,0,0,0,0,0,177.0,0,,0,,0,891
2013,778418,520027,,07/01/2013,06/30/2014,2,154189797.0,152807303.0,43800.0,,2019232.0,9839.0,828.0,4898.0,31480.154552878725,520027,COLUMBIA ST MARYS HOSPITAL OZAUKEE INC,451.0,0,0,0,0,0,118.0,0,,0,,0,967
2013,778442,50024,,01/01/2013,12/31/2013,4,141056907.0,141415704.0,98185.0,,2267676.0,23307.0,,10452.0,13495.68570608496,50024,PARADISE VALLEY HOSPITAL,80.0,0,0,0,0,0,255.0,0,,0,,0,92
2013,778460,180025,,07/01/2013,06/30/2014,1,68451259.0,69318090.0,14600.0,,789984.0,3186.0,97.0,1832.0,37364.22434497817,180025,FLAGET MEMORIAL HOSPITAL (MEMBER OF SAINT JOSEPH H,205.0,0,0,0,0,0,2677.0,0,2019.0,1,-6.0,0,879
2013,778494,490135,,07/01/2013,06/30/2014,10,10438592.0,22544626.0,98550.0,,54576.0,2926.0,1.0,240.0,43494.13333333333,490135,CATAWBA HOSPITAL,432.0,0,0,0,0,0,44.0,0,,0,,0,435
2013,778578,490001,,10/01/2012,09/30/2013,2,47057994.0,49332286.0,26280.0,,890436.0,4457.0,605.0,3284.0,14329.474421437271,490001,NORTON COMMUNITY HOSPITAL,376.0,0,0,0,0,0,88.0,0,2018.0,1,-5.0,0,835
2013,778588,520033,,09/01/2013,08/31/2014,2,90309678.0,85933557.0,36135.0,,784320.0,2965.0,457.0,2595.0,34801.41734104046,520033,RIVERVIEW HSPTL ASSOC,450.0,0,0,0,0,0,1261.0,0,2015.0,1,-2.0,0,478
2013,778645,310014,,01/01/2013,12/31/2013,2,638154000.0,637158658.0,182268.0,,5079236.0,39355.0,8507.0,26631.0,23962.825278810407,310014,COOPER UNIVERSITY HOSPITAL,283.0,0,0,0,0,0,582.0,0,,0,,0,547
2013,778692,100258,,01/01/2013,12/31/2013,4,266368276.0,235666829.0,126290.0,,7073940.0,39141.0,4495.0,15377.0,17322.512583728945,100258,DELRAY MEDICAL CENTER,118.0,0,0,0,0,0,2675.0,0,,0,,0,131
2013,778744,450010,,01/01/2013,12/31/2013,7,278579983.0,246806616.0,98185.0,,5073325.0,27873.0,2871.0,14163.0,19669.560333262725,450010,UNITED REGIONAL HEALTH CARE SYSTEM,420.0,0,0,0,0,0,2009.0,0,,0,,0,966
2013,778757,500007,,01/01/2013,12/31/2013,2,79279410.0,83541081.0,15330.0,,1155276.0,4938.0,630.0,3012.0,26321.185258964146,500007,ISLAND HOSPITAL,437.0,0,0,0,0,0,2406.0,0,,0,,0,889
2013,778803,180029,,07/01/2013,06/30/2014,2,147473578.0,153093736.0,68620.0,,2947584.0,20967.0,1809.0,9223.0,15989.762333297193,180029,HAZARD ARH REGIONAL MEDICAL CENTER,204.0,0,0,0,0,0,66.0,0,,0,,0,687
2013,778810,180045,,01/01/2013,12/31/2013,1,114030765.0,99991728.0,53203.0,,2231028.0,14362.0,1152.0,9313.0,12244.256952646838,180045,ST ELIZABETH FLORENCE,203.0,0,0,0,0,0,471.0,0,,0,,0,288
2013,778828,360012,,07/01/2013,06/30/2014,1,244095194.0,249570947.0,92610.0,,2646105.0,14099.0,6762.0,15938.0,15315.29639854436,360012,MOUNT CARMEL ST ANN'S,329.0,0,1,0,0,0,2664.0,1,2013.0,1,0.0,1,131
2013,778846,360056,,01/01/2013,12/31/2013,1,236677136.0,200892087.0,70080.0,,3428900.0,18021.0,2501.0,15720.0,15055.797455470738,360056,MERCY HOSPITAL FAIRFIELD,327.0,0,0,0,0,0,311.0,0,,0,,0,428
2013,778898,10158,,01/01/2013,12/31/2013,4,23939757.0,28815839.0,33580.0,,872549.0,5104.0,1004.0,1965.0,12183.082442748091,10158,RUSSELLVILLE HOSPITAL,1.0,0,0,0,0,0,99.0,0,2015.0,1,-2.0,0,393
2013,778909,110074,,10/01/2012,09/30/2013,8,365888894.0,356605955.0,126533.0,,6123299.0,31904.0,8039.0,18142.0,20168.05721530151,110074,ATHENS REGIONAL MEDICAL CENTER,144.0,0,0,0,0,0,829.0,0,2016.0,1,-3.0,0,492
2013,778945,450604,,01/01/2013,12/31/2013,2,60094437.0,65422448.0,27740.0,,1206104.0,4716.0,372.0,3197.0,18797.13387550829,450604,HILL COUNTRY MEMORIAL HOSPITAL INC,412.0,0,0,0,0,0,2122.0,0,,0,,0,927
2013,778969,520076,,07/01/2013,06/30/2014,2,91936786.0,98078596.0,45625.0,,670208.0,2245.0,255.0,1699.0,54112.293113596235,520076,BEAVER DAM COM HSPTL,449.0,0,0,0,0,0,1215.0,0,2019.0,1,-6.0,0,984
2013,778972,670085,,11/16/2012,06/30/2013,2,27979528.0,34713087.0,9961.0,,169712.0,871.0,119.0,1635.0,17112.86116207951,670085,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,394.0,0,0,0,0,0,52.0,0,,0,,0,548
2013,778980,30123,,10/01/2012,09/30/2013,2,116156399.0,113244464.0,30332.0,,1878024.0,7674.0,467.0,5129.0,22646.9875219341,30123,SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL,12.0,0,1,0,0,0,2710.0,1,2013.0,1,0.0,1,108
2013,778991,100084,,07/01/2013,06/30/2014,2,212600319.0,199233198.0,107310.0,,6171140.0,36460.0,8556.0,15140.0,14042.29319682959,100084,LEESBURG REGIONAL MEDICAL CENTER,130.0,0,0,0,0,0,2634.0,0,,0,,0,494
2013,778997,110091,,10/01/2012,09/30/2013,4,119336812.0,118936338.0,44165.0,,2042516.0,12014.0,4223.0,8706.0,13707.421548357455,110091,ROCKDALE MEDICAL CENTER,144.0,0,0,0,0,0,99.0,0,2017.0,1,-4.0,0,654
2013,779052,30121,,07/01/2013,06/30/2014,4,170280840.0,174585380.0,54235.0,,2240384.0,10765.0,1.0,8267.0,20597.658158945203,30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",11.0,0,0,0,0,0,124.0,0,2017.0,1,-4.0,0,688
2013,779064,110008,,10/01/2012,09/30/2013,2,120565805.0,118387692.0,28835.0,,1235508.0,7598.0,2147.0,4694.0,25685.088410737113,110008,NORTHSIDE HOSPITAL CHEROKEE,144.0,0,0,0,0,0,292.0,0,,0,,0,373
2013,779103,440130,,10/01/2012,09/30/2013,1,40965493.0,42236708.0,22995.0,,850768.0,3910.0,,1868.0,21930.135438972164,440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,379.0,0,0,0,0,0,86.0,0,,0,,0,790
2013,779106,440151,,05/01/2013,04/30/2014,4,41093624.0,45785522.0,34310.0,,963856.0,4781.0,2226.0,2805.0,14650.133333333331,440151,RIVER PARK HOSPITAL,380.0,0,0,0,0,0,238.0,0,2015.0,1,-2.0,0,470
2013,779118,490005,,01/01/2013,09/30/2013,2,351583686.0,350451889.0,106197.0,,6088260.0,37498.0,11649.0,15869.0,22155.377528514713,490005,WINCHESTER MEDICAL CENTER,435.0,0,0,0,0,0,51.0,0,,0,,0,118
